document,focus_node,focus_type,focus_label,segment_id,segment_text,previous_segment_id,previous_segment_text,next_segment_id,next_segment_text,same_segment_entities,previous_segment_entities,next_segment_entities,current_hasParticipant,current_participationActors,current_resolution_status,audit_flag,original_review_status,original_reviewer_note,suggested_review_action,approved_target_xml_id,approved_basis,approved_confidence,participant_review_status,participant_reviewer_note
cab-001-012,https://w3id.org/leco/data/co-ahrb-cab-001-d0012/event_cab-001-012_cab-001-012_s004_a003,leco:Collection,cobrar,cab-001-012_s004,"En el cabildo, aprobaron cobrar medio peso del buen oro, por cada vaca, yegua que se encontrara haciendo daño en las sementeras y en el sementerio.",cab-001-012_s003,"También se acordó mandar a los vecinos hierrantes no pasar con los caballos por dichas tierras, so pena de $10 pesos; se ordenó pregonar la orden.",cab-001-012_s005,"15 de Junio de 1549, fecha en laque se dió cumplimiento al pregón ordenado en el Cabildo del día 6 de Junio 1549.",org:org_cab-001-012_cab-001-012_s001_a001|cabildo|before,,org:org_cab-001-012_cab-001-012_s001_a001|Cabildo|same,org:org_cab-001-012_cab-001-012_s001_a001|Cabildo,,resolved,resolved_same_segment_before,contextual_inference,"Propuesta para revisión: el participante de «cobrar» no queda como sujeto inequívoco en cab-001-012_s004, pero puede inferirse por continuidad gramatical/institucional. Revisar el contexto inmediato y, si se acepta, registrar la relación como inferida con evidencia y confianza.",Comprobar que la mención anterior al acto funciona realmente como actor/participante y no como autoridad/destinatario.,,,,pending,
cab-001-012,https://w3id.org/leco/data/co-ahrb-cab-001-d0012/event_cab-001-012_cab-001-012_s003_a003,leco:Sanction,pena,cab-001-012_s003,"También se acordó mandar a los vecinos hierrantes no pasar con los caballos por dichas tierras, so pena de $10 pesos; se ordenó pregonar la orden.",cab-001-012_s002,"En la reunión se trató lo relacionado a la petición presentada por Francisco Martinez, quien solicita la adjudicación de un pedazo de tierra en Sipatá se acordó proveerla petición, siempre y cuando no fuera lesivo para los vecinos de Tunja, ni para el paso de las yeguas al pueblo.",cab-001-012_s004,"En el cabildo, aprobaron cobrar medio peso del buen oro, por cada vaca, yegua que se encontrara haciendo daño en las sementeras y en el sementerio.",,person:person_cab-001-012_cab-001-012_s002_a002|Francisco Martinez|same,org:org_cab-001-012_cab-001-012_s001_a001|cabildo|same,org:org_cab-001-012_cab-001-012_s001_a001|Cabildo,,resolved,resolved_next_context_REVIEW,explicit_recoverable,"Propuesta para revisión: el segmento cab-001-012_s003 contiene persona(s), grupo(s) o institución(es) explícitamente vinculados al acto «pena». Recuperar al menos un leco:hasParticipant desde la entidad ya anotada. No asignar un rol procesal más específico salvo evidencia textual.",Target solo aparece en el segmento siguiente; requiere revisión humana cuidadosa.,,,,pending,
cab-001-012,https://w3id.org/leco/data/co-ahrb-cab-001-d0012/event_cab-001-012_cab-001-012_s003_a004,leco:OrderAct,ordenó,cab-001-012_s003,"También se acordó mandar a los vecinos hierrantes no pasar con los caballos por dichas tierras, so pena de $10 pesos; se ordenó pregonar la orden.",cab-001-012_s002,"En la reunión se trató lo relacionado a la petición presentada por Francisco Martinez, quien solicita la adjudicación de un pedazo de tierra en Sipatá se acordó proveerla petición, siempre y cuando no fuera lesivo para los vecinos de Tunja, ni para el paso de las yeguas al pueblo.",cab-001-012_s004,"En el cabildo, aprobaron cobrar medio peso del buen oro, por cada vaca, yegua que se encontrara haciendo daño en las sementeras y en el sementerio.",,person:person_cab-001-012_cab-001-012_s002_a002|Francisco Martinez|same,org:org_cab-001-012_cab-001-012_s001_a001|cabildo|same,org:org_cab-001-012_cab-001-012_s001_a001|Cabildo,,resolved,resolved_next_context_REVIEW,explicit_recoverable,"Propuesta para revisión: el segmento cab-001-012_s003 contiene persona(s), grupo(s) o institución(es) explícitamente vinculados al acto «ordenó». Recuperar al menos un leco:hasParticipant desde la entidad ya anotada. No asignar un rol procesal más específico salvo evidencia textual.",Target solo aparece en el segmento siguiente; requiere revisión humana cuidadosa.,,,,pending,
cab-001-016,https://w3id.org/leco/data/co-ahrb-cab-001-d0016/event_cab-001-016_cab-001-016_s003_a003,leco:Presentation,presentó,cab-001-016_s003,"Tunja, 8 agosto 1548, se presentó una petición por parte de Baltazar Gómez de Avila, quien propone un nuevo precio para la venta de la arroba de Carne de Vaca a $1 tomine y $2 tomines para vender la arroba de carnero; ademas que se lleve un control de pesaje semanalmente.",cab-001-016_s002,"En la reunión se leyó la orden del Gobernador Juan de Orozco, se acató y mando ejecutar por parte de los señores Justicia y Regimiento.",cab-001-016_s004,Se aprobó. 14 agosto 1548 se mandó rematar la carne en favor de Baltazar Gómez de Avila y se de cumplimiento al pesaje de los novillos cada 15 días.,person:person_cab-001-016_cab-001-016_s003_a005|Baltazar Gómez de Avila|after,person:person_cab-001-016_cab-001-016_s002_a004|Juan de Orozco|same; org:org_cab-001-016_cab-001-016_s002_a007|Justicia y Regimiento|same,person:person_cab-001-016_cab-001-016_s003_a005|Baltazar Gómez de Avila|same,person:person_cab-001-016_cab-001-016_s003_a005|Baltazar Gómez de Avila,,resolved,resolved_same_segment_after_REVIEW,explicit_recoverable,"Propuesta para revisión: el segmento cab-001-016_s003 contiene persona(s), grupo(s) o institución(es) explícitamente vinculados al acto «presentó». Recuperar al menos un leco:hasParticipant desde la entidad ya anotada. No asignar un rol procesal más específico salvo evidencia textual.",Target situado después del acto: revisar especialmente; puede ser objeto/destinatario y no participante actoral.,,,,pending,
cab-001-016,https://w3id.org/leco/data/co-ahrb-cab-001-d0016/event_cab-001-016_cab-001-016_s002_a001,leco:ReadingAct,leyó,cab-001-016_s002,"En la reunión se leyó la orden del Gobernador Juan de Orozco, se acató y mando ejecutar por parte de los señores Justicia y Regimiento.",cab-001-016_s001,"En la ciudad de Tunja, 21 de Junio 1548 se reunieron los miembros del Cabildo para tratar los asuntos del Real Servicio.",cab-001-016_s003,"Tunja, 8 agosto 1548, se presentó una petición por parte de Baltazar Gómez de Avila, quien propone un nuevo precio para la venta de la arroba de Carne de Vaca a $1 tomine y $2 tomines para vender la arroba de carnero; ademas que se lleve un control de pesaje semanalmente.",person:person_cab-001-016_cab-001-016_s002_a004|Juan de Orozco|after; org:org_cab-001-016_cab-001-016_s002_a007|Justicia y Regimiento|after,org:org_cab-001-016_cab-001-016_s001_a003|Cabildo|same,person:person_cab-001-016_cab-001-016_s003_a005|Baltazar Gómez de Avila|same,person:person_cab-001-016_cab-001-016_s002_a004|Juan de Orozco,,resolved,resolved_same_segment_after_REVIEW,explicit_recoverable,"Propuesta para revisión: el segmento cab-001-016_s002 contiene persona(s), grupo(s) o institución(es) explícitamente vinculados al acto «leyó». Recuperar al menos un leco:hasParticipant desde la entidad ya anotada. No asignar un rol procesal más específico salvo evidencia textual.",Target situado después del acto: revisar especialmente; puede ser objeto/destinatario y no participante actoral.,,,,pending,
cab-001-016,https://w3id.org/leco/data/co-ahrb-cab-001-d0016/event_cab-001-016_cab-001-016_s002_a005,leco:Obedience,acató,cab-001-016_s002,"En la reunión se leyó la orden del Gobernador Juan de Orozco, se acató y mando ejecutar por parte de los señores Justicia y Regimiento.",cab-001-016_s001,"En la ciudad de Tunja, 21 de Junio 1548 se reunieron los miembros del Cabildo para tratar los asuntos del Real Servicio.",cab-001-016_s003,"Tunja, 8 agosto 1548, se presentó una petición por parte de Baltazar Gómez de Avila, quien propone un nuevo precio para la venta de la arroba de Carne de Vaca a $1 tomine y $2 tomines para vender la arroba de carnero; ademas que se lleve un control de pesaje semanalmente.",person:person_cab-001-016_cab-001-016_s002_a004|Juan de Orozco|before; org:org_cab-001-016_cab-001-016_s002_a007|Justicia y Regimiento|after,org:org_cab-001-016_cab-001-016_s001_a003|Cabildo|same,person:person_cab-001-016_cab-001-016_s003_a005|Baltazar Gómez de Avila|same,person:person_cab-001-016_cab-001-016_s002_a004|Juan de Orozco,,resolved,resolved_same_segment_before,explicit_recoverable,"Propuesta para revisión: el segmento cab-001-016_s002 contiene persona(s), grupo(s) o institución(es) explícitamente vinculados al acto «acató». Recuperar al menos un leco:hasParticipant desde la entidad ya anotada. No asignar un rol procesal más específico salvo evidencia textual.",Comprobar que la mención anterior al acto funciona realmente como actor/participante y no como autoridad/destinatario.,,,,pending,
cab-001-016,https://w3id.org/leco/data/co-ahrb-cab-001-d0016/event_cab-001-016_cab-001-016_s004_a004,leco:AuctionAward,rematar,cab-001-016_s004,Se aprobó. 14 agosto 1548 se mandó rematar la carne en favor de Baltazar Gómez de Avila y se de cumplimiento al pesaje de los novillos cada 15 días.,cab-001-016_s003,"Tunja, 8 agosto 1548, se presentó una petición por parte de Baltazar Gómez de Avila, quien propone un nuevo precio para la venta de la arroba de Carne de Vaca a $1 tomine y $2 tomines para vender la arroba de carnero; ademas que se lleve un control de pesaje semanalmente.",cab-001-016_s005,En este día se recibió por vecino de Tunja a Luis de Mallaca y se le proveyó una tenencia de 30 pies de largo por 30 pies de ancho en las tierras de Pedro Gómez.,person:person_cab-001-016_cab-001-016_s003_a005|Baltazar Gómez de Avila|after,person:person_cab-001-016_cab-001-016_s003_a005|Baltazar Gómez de Avila|same,person:person_cab-001-016_cab-001-016_s005_a002|Luis de Mallaca|same; person:person_cab-001-016_cab-001-016_s005_a003|Pedro Gómez|same,person:person_cab-001-016_cab-001-016_s003_a005|Baltazar Gómez de Avila,,resolved,resolved_same_segment_after_REVIEW,explicit_recoverable,"Propuesta para revisión: el segmento cab-001-016_s004 contiene persona(s), grupo(s) o institución(es) explícitamente vinculados al acto «rematar». Recuperar al menos un leco:hasParticipant desde la entidad ya anotada. No asignar un rol procesal más específico salvo evidencia textual.",Target situado después del acto: revisar especialmente; puede ser objeto/destinatario y no participante actoral.,,,,pending,
cab-001-016,https://w3id.org/leco/data/co-ahrb-cab-001-d0016/event_cab-001-016_cab-001-016_s004_a003,leco:OrderAct,mandó,cab-001-016_s004,Se aprobó. 14 agosto 1548 se mandó rematar la carne en favor de Baltazar Gómez de Avila y se de cumplimiento al pesaje de los novillos cada 15 días.,cab-001-016_s003,"Tunja, 8 agosto 1548, se presentó una petición por parte de Baltazar Gómez de Avila, quien propone un nuevo precio para la venta de la arroba de Carne de Vaca a $1 tomine y $2 tomines para vender la arroba de carnero; ademas que se lleve un control de pesaje semanalmente.",cab-001-016_s005,En este día se recibió por vecino de Tunja a Luis de Mallaca y se le proveyó una tenencia de 30 pies de largo por 30 pies de ancho en las tierras de Pedro Gómez.,person:person_cab-001-016_cab-001-016_s003_a005|Baltazar Gómez de Avila|after,person:person_cab-001-016_cab-001-016_s003_a005|Baltazar Gómez de Avila|same,person:person_cab-001-016_cab-001-016_s005_a002|Luis de Mallaca|same; person:person_cab-001-016_cab-001-016_s005_a003|Pedro Gómez|same,org:org_cab-001-016_cab-001-016_s001_a003|Cabildo; person:person_cab-001-016_cab-001-016_s003_a005|Baltazar Gómez de Avila,,resolved,multiple_current_targets,explicit_recoverable,"Propuesta para revisión: el segmento cab-001-016_s004 contiene persona(s), grupo(s) o institución(es) explícitamente vinculados al acto «mandó». Recuperar al menos un leco:hasParticipant desde la entidad ya anotada. No asignar un rol procesal más específico salvo evidencia textual.",Verificar si la pluralidad está justificada o si alguna relación fue añadida heurísticamente.,,,,pending,
cab-001-016,https://w3id.org/leco/data/co-ahrb-cab-001-d0016/event_cab-001-016_cab-001-016_s006_a001,leco:OrderAct,ordenó,cab-001-016_s006,"Se ordenó dar el titulo de Regidor a las personas ó personas que comparecieren, por las razones y requisitos exigidos por la ley, en el sentido de no tener acusaciones ni delitos.",cab-001-016_s005,En este día se recibió por vecino de Tunja a Luis de Mallaca y se le proveyó una tenencia de 30 pies de largo por 30 pies de ancho en las tierras de Pedro Gómez.,cab-001-016_s007,"En constancia firman los testigos Juan de Chinchilla, Juan de Fonseca, Francisco Martin Carpintero y Juan de Viscaino.",,person:person_cab-001-016_cab-001-016_s005_a002|Luis de Mallaca|same; person:person_cab-001-016_cab-001-016_s005_a003|Pedro Gómez|same,person:person_cab-001-016_cab-001-016_s007_a001|Juan de Chinchilla|same; person:person_cab-001-016_cab-001-016_s007_a002|Juan de Fonseca|same; person:person_cab-001-016_cab-001-016_s007_a003|Francisco Martin|same; person:person_cab-001-016_cab-001-016_s007_a004|Juan de Viscaino|same,org:org_cab-001-016_cab-001-016_s001_a003|Cabildo,,resolved,resolved_target_not_in_local_context_REVIEW,keep_warning,Propuesta para revisión: en cab-001-016_s006 no se identifica un participante concreto e inequívoco para «ordenó». Mantener el warning; no crear una persona o grupo genérico solo para completar SHACL.,El target actual no aparece en el segmento ni en sus vecinos: posible resolución heurística incorrecta.,,,,pending,
cab-001-016,https://w3id.org/leco/data/co-ahrb-cab-001-d0016/event_cab-001-016_cab-001-016_s004_a001,leco:Approval,aprobó,cab-001-016_s004,Se aprobó. 14 agosto 1548 se mandó rematar la carne en favor de Baltazar Gómez de Avila y se de cumplimiento al pesaje de los novillos cada 15 días.,cab-001-016_s003,"Tunja, 8 agosto 1548, se presentó una petición por parte de Baltazar Gómez de Avila, quien propone un nuevo precio para la venta de la arroba de Carne de Vaca a $1 tomine y $2 tomines para vender la arroba de carnero; ademas que se lleve un control de pesaje semanalmente.",cab-001-016_s005,En este día se recibió por vecino de Tunja a Luis de Mallaca y se le proveyó una tenencia de 30 pies de largo por 30 pies de ancho en las tierras de Pedro Gómez.,person:person_cab-001-016_cab-001-016_s003_a005|Baltazar Gómez de Avila|after,person:person_cab-001-016_cab-001-016_s003_a005|Baltazar Gómez de Avila|same,person:person_cab-001-016_cab-001-016_s005_a002|Luis de Mallaca|same; person:person_cab-001-016_cab-001-016_s005_a003|Pedro Gómez|same,org:org_cab-001-016_cab-001-016_s001_a003|Cabildo; person:person_cab-001-016_cab-001-016_s003_a005|Baltazar Gómez de Avila,,resolved,multiple_current_targets,explicit_recoverable,"Propuesta para revisión: el segmento cab-001-016_s004 contiene persona(s), grupo(s) o institución(es) explícitamente vinculados al acto «aprobó». Recuperar al menos un leco:hasParticipant desde la entidad ya anotada. No asignar un rol procesal más específico salvo evidencia textual.",Verificar si la pluralidad está justificada o si alguna relación fue añadida heurísticamente.,,,,pending,
cab-001-016,https://w3id.org/leco/data/co-ahrb-cab-001-d0016/event_cab-001-016_cab-001-016_s002_a006,leco:Execution,ejecutar,cab-001-016_s002,"En la reunión se leyó la orden del Gobernador Juan de Orozco, se acató y mando ejecutar por parte de los señores Justicia y Regimiento.",cab-001-016_s001,"En la ciudad de Tunja, 21 de Junio 1548 se reunieron los miembros del Cabildo para tratar los asuntos del Real Servicio.",cab-001-016_s003,"Tunja, 8 agosto 1548, se presentó una petición por parte de Baltazar Gómez de Avila, quien propone un nuevo precio para la venta de la arroba de Carne de Vaca a $1 tomine y $2 tomines para vender la arroba de carnero; ademas que se lleve un control de pesaje semanalmente.",person:person_cab-001-016_cab-001-016_s002_a004|Juan de Orozco|before; org:org_cab-001-016_cab-001-016_s002_a007|Justicia y Regimiento|after,org:org_cab-001-016_cab-001-016_s001_a003|Cabildo|same,person:person_cab-001-016_cab-001-016_s003_a005|Baltazar Gómez de Avila|same,person:person_cab-001-016_cab-001-016_s002_a004|Juan de Orozco,,resolved,resolved_same_segment_before,explicit_recoverable,"Propuesta para revisión: el segmento cab-001-016_s002 contiene persona(s), grupo(s) o institución(es) explícitamente vinculados al acto «ejecutar». Recuperar al menos un leco:hasParticipant desde la entidad ya anotada. No asignar un rol procesal más específico salvo evidencia textual.",Comprobar que la mención anterior al acto funciona realmente como actor/participante y no como autoridad/destinatario.,,,,pending,
cab-001-018,https://w3id.org/leco/data/co-ahrb-cab-001-d0018/event_cab-001-018_cab-001-018_s003_a002,leco:Sanction,pena,cab-001-018_s003,"Tambien se dispone que los señores Justicias de cada Provincia colaboren para encontrar al negro en mención y se estipula una pena de $1.000 pesos a quién colocara algún impedimento, dicho dinero pasaria a la cámara del Rey.",cab-001-018_s002,"Se autoriza efectuar el pregón, con el fin de conocer información alguna sobre el negro Valenciano; quien habia sido traido al reino por parte del licenciado Miguel Diaz de Armendaris, habia pertenecido a Don Alonso Tellez y actualmente se encontraba fugitivo.",cab-001-018_s004,"Finalmente se ordena entregar la vara de Justicia al capitan Lanchero, quien tomo el juramento de fidelidad, en prueba de su cumplimiento a la misión encomendada Santafé, 9 Septiembre 1553.",org:org_cab-001-018_cab-001-018_s003_a003|cámara del Rey|after,person:person_cab-001-018_cab-001-018_s002_a003|Miguel Diaz de Armendaris|same; person:person_cab-001-018_cab-001-018_s002_a004|Alonso Tellez|same,,,,unresolved,unresolved,needs_review,"Propuesta para revisión: cab-001-018_s003 menciona actores o afectados, pero no es inequívoco que correspondan al acto «pena» tal como está tipado. Revisar primero la segmentación/tipo de evento antes de enlazar participantes.","Revisar candidatos del mismo segmento y, si no bastan, el contexto anterior/posterior.",,,,pending,
cab-001-018,https://w3id.org/leco/data/co-ahrb-cab-001-d0018/event_cab-001-018_cab-001-018_s002_a001,leco:Proclamation,pregón,cab-001-018_s002,"Se autoriza efectuar el pregón, con el fin de conocer información alguna sobre el negro Valenciano; quien habia sido traido al reino por parte del licenciado Miguel Diaz de Armendaris, habia pertenecido a Don Alonso Tellez y actualmente se encontraba fugitivo.",cab-001-018_s001,"En la ciudad de Tunja del Nuevo Reino de Granada, 12 de Septiembre de 1553 se reunieron los miembros del Cabildo; allí el Licenciado Juan Montaño Oidor de la Audencia y Juez de Comisión dá fé de la orden que se le inpartió para hacer comparecer ante él, a un poder y facultad al capitán Luis Lanchero para que vaya a la ciudad de Tunja y a otras ciudades del Reino hasta encontrarlo y remitirlo a esta ciudad.",cab-001-018_s003,"Tambien se dispone que los señores Justicias de cada Provincia colaboren para encontrar al negro en mención y se estipula una pena de $1.000 pesos a quién colocara algún impedimento, dicho dinero pasaria a la cámara del Rey.",person:person_cab-001-018_cab-001-018_s002_a003|Miguel Diaz de Armendaris|after; person:person_cab-001-018_cab-001-018_s002_a004|Alonso Tellez|after,org:org_cab-001-018_cab-001-018_s001_a004|Cabildo|same; person:person_cab-001-018_cab-001-018_s001_a005|Juan Montaño|same; person:person_cab-001-018_cab-001-018_s001_a011|Luis Lanchero|same,org:org_cab-001-018_cab-001-018_s003_a003|cámara del Rey|same,,,unresolved,unresolved,explicit_recoverable,"Propuesta para revisión: el segmento cab-001-018_s002 contiene persona(s), grupo(s) o institución(es) explícitamente vinculados al acto «pregón». Recuperar al menos un leco:hasParticipant desde la entidad ya anotada. No asignar un rol procesal más específico salvo evidencia textual.","Revisar candidatos del mismo segmento y, si no bastan, el contexto anterior/posterior.",,,,pending,
cab-001-018,https://w3id.org/leco/data/co-ahrb-cab-001-d0018/event_cab-001-018_cab-001-018_s004_a002,leco:Oath,juramento,cab-001-018_s004,"Finalmente se ordena entregar la vara de Justicia al capitan Lanchero, quien tomo el juramento de fidelidad, en prueba de su cumplimiento a la misión encomendada Santafé, 9 Septiembre 1553.",cab-001-018_s003,"Tambien se dispone que los señores Justicias de cada Provincia colaboren para encontrar al negro en mención y se estipula una pena de $1.000 pesos a quién colocara algún impedimento, dicho dinero pasaria a la cámara del Rey.",cab-001-018_s005,Orden dada por Bartolomé Gonzalez de la Peña Juez.,,org:org_cab-001-018_cab-001-018_s003_a003|cámara del Rey|same,person:person_cab-001-018_cab-001-018_s005_a002|Bartolomé Gonzalez de la Peña|same,,,unresolved,unresolved,explicit_recoverable,"Propuesta para revisión: el segmento cab-001-018_s004 contiene persona(s), grupo(s) o institución(es) explícitamente vinculados al acto «juramento». Recuperar al menos un leco:hasParticipant desde la entidad ya anotada. No asignar un rol procesal más específico salvo evidencia textual.","Revisar candidatos del mismo segmento y, si no bastan, el contexto anterior/posterior.",,,,pending,
cab-001-018,https://w3id.org/leco/data/co-ahrb-cab-001-d0018/event_cab-001-018_cab-001-018_s001_a009,leco:GrantOfPower,poder,cab-001-018_s001,"En la ciudad de Tunja del Nuevo Reino de Granada, 12 de Septiembre de 1553 se reunieron los miembros del Cabildo; allí el Licenciado Juan Montaño Oidor de la Audencia y Juez de Comisión dá fé de la orden que se le inpartió para hacer comparecer ante él, a un poder y facultad al capitán Luis Lanchero para que vaya a la ciudad de Tunja y a otras ciudades del Reino hasta encontrarlo y remitirlo a esta ciudad.",,,cab-001-018_s002,"Se autoriza efectuar el pregón, con el fin de conocer información alguna sobre el negro Valenciano; quien habia sido traido al reino por parte del licenciado Miguel Diaz de Armendaris, habia pertenecido a Don Alonso Tellez y actualmente se encontraba fugitivo.",org:org_cab-001-018_cab-001-018_s001_a004|Cabildo|before; person:person_cab-001-018_cab-001-018_s001_a005|Juan Montaño|before; person:person_cab-001-018_cab-001-018_s001_a011|Luis Lanchero|after,,person:person_cab-001-018_cab-001-018_s002_a003|Miguel Diaz de Armendaris|same; person:person_cab-001-018_cab-001-018_s002_a004|Alonso Tellez|same,org:org_cab-001-018_cab-001-018_s001_a004|Cabildo,,resolved,resolved_same_segment_before,explicit_recoverable,"Propuesta para revisión: el segmento cab-001-018_s001 contiene persona(s), grupo(s) o institución(es) explícitamente vinculados al acto «poder». Recuperar al menos un leco:hasParticipant desde la entidad ya anotada. No asignar un rol procesal más específico salvo evidencia textual.",Comprobar que la mención anterior al acto funciona realmente como actor/participante y no como autoridad/destinatario.,,,,pending,
cab-001-019,https://w3id.org/leco/data/co-ahrb-cab-001-d0019/event_cab-001-019_cab-001-019_s004_a001,leco:GrantOfPower,poder de representación,cab-001-019_s004,En esta reunión se dió todo el poder de representación al capitan Gonzalo Suárez para que apele y suplique por el Cabildo.,cab-001-019_s003,Por lo anterior se multa con $200 pesos del buen oro a quienes siendo del Cabildo incumplieran la Real Provisión.,,,person:person_cab-001-019_cab-001-019_s004_a003|Gonzalo Suárez|after; org:org_cab-001-019_cab-001-019_s001_a009|Cabildo|after,org:org_cab-001-019_cab-001-019_s001_a009|Cabildo|same,,person:person_cab-001-019_cab-001-019_s004_a003|Gonzalo Suárez,,resolved,resolved_same_segment_after_REVIEW,explicit_recoverable,"Propuesta para revisión: el segmento cab-001-019_s004 contiene persona(s), grupo(s) o institución(es) explícitamente vinculados al acto «poder de representación». Recuperar al menos un leco:hasParticipant desde la entidad ya anotada. No asignar un rol procesal más específico salvo evidencia textual.",Target situado después del acto: revisar especialmente; puede ser objeto/destinatario y no participante actoral.,,,,pending,
cab-001-019,https://w3id.org/leco/data/co-ahrb-cab-001-d0019/event_cab-001-019_cab-001-019_s003_a001,leco:Fine,multa,cab-001-019_s003,Por lo anterior se multa con $200 pesos del buen oro a quienes siendo del Cabildo incumplieran la Real Provisión.,cab-001-019_s002,"En el caso del Procurador de Tunja Don Juan Gómez no asistió, asi mismo se causó daño para los beneficios de las ciudades aunque se diera un plazo amplia de 50 días para estar en España.",cab-001-019_s004,En esta reunión se dió todo el poder de representación al capitan Gonzalo Suárez para que apele y suplique por el Cabildo.,org:org_cab-001-019_cab-001-019_s001_a009|Cabildo|after,person:person_cab-001-019_cab-001-019_s002_a003|Juan Gómez|same,person:person_cab-001-019_cab-001-019_s004_a003|Gonzalo Suárez|same; org:org_cab-001-019_cab-001-019_s001_a009|Cabildo|same,,,unresolved,unresolved,keep_warning,Propuesta para revisión: en cab-001-019_s003 no se identifica un participante concreto e inequívoco para «multa». Mantener el warning; no crear una persona o grupo genérico solo para completar SHACL.,"Revisar candidatos del mismo segmento y, si no bastan, el contexto anterior/posterior.",,,,pending,
cab-001-019,https://w3id.org/leco/data/co-ahrb-cab-001-d0019/event_cab-001-019_cab-001-019_s001_a003,leco:ReadingAct,leyó,cab-001-019_s001,"En la ciudad de Tunja, el día 17 de Octubre 1553, se leyó una Real Provisión en la que se dice que los Consejos Justicia y Regimiento de este Nuevo Reino de Granada no enviaron procuradores al Reino de España, para que negociaran y solicitaran lo que conviniera a las ciudades y cabildos, ante el Consejo de Indias.",,,cab-001-019_s002,"En el caso del Procurador de Tunja Don Juan Gómez no asistió, asi mismo se causó daño para los beneficios de las ciudades aunque se diera un plazo amplia de 50 días para estar en España.",org:org_cab-001-019_cab-001-019_s001_a005|Consejos Justicia y Regimiento|after; org:org_cab-001-019_cab-001-019_s001_a009|cabildo|after; org:org_cab-001-019_cab-001-019_s001_a010|Consejo de Indias|after,,person:person_cab-001-019_cab-001-019_s002_a003|Juan Gómez|same,,,unresolved,unresolved,contextual_inference,"Propuesta para revisión: el participante de «leyó» no queda como sujeto inequívoco en cab-001-019_s001, pero puede inferirse por continuidad gramatical/institucional. Revisar el contexto inmediato y, si se acepta, registrar la relación como inferida con evidencia y confianza.","Revisar candidatos del mismo segmento y, si no bastan, el contexto anterior/posterior.",,,,pending,
cab-001-019,https://w3id.org/leco/data/co-ahrb-cab-001-d0019/event_cab-001-019_cab-001-019_s004_a005,leco:Supplication,suplique,cab-001-019_s004,En esta reunión se dió todo el poder de representación al capitan Gonzalo Suárez para que apele y suplique por el Cabildo.,cab-001-019_s003,Por lo anterior se multa con $200 pesos del buen oro a quienes siendo del Cabildo incumplieran la Real Provisión.,,,person:person_cab-001-019_cab-001-019_s004_a003|Gonzalo Suárez|before; org:org_cab-001-019_cab-001-019_s001_a009|Cabildo|after,org:org_cab-001-019_cab-001-019_s001_a009|Cabildo|same,,person:person_cab-001-019_cab-001-019_s004_a003|Gonzalo Suárez,,resolved,resolved_same_segment_before,explicit_recoverable,"Propuesta para revisión: el segmento cab-001-019_s004 contiene persona(s), grupo(s) o institución(es) explícitamente vinculados al acto «suplique». Recuperar al menos un leco:hasParticipant desde la entidad ya anotada. No asignar un rol procesal más específico salvo evidencia textual.",Comprobar que la mención anterior al acto funciona realmente como actor/participante y no como autoridad/destinatario.,,,,pending,
cab-001-038,https://w3id.org/leco/data/co-ahrb-cab-001-d0038/event_cab-001-038_cab-001-038_s006_a006,leco:OrderAct,ordenó,cab-001-038_s006,"Acordaron nombrar por alcalde a Hernando de Rojas, mientras donde el titular fuera de Tunja, razón por la cual se ordenó realizar los preparativos del recibimiento.",cab-001-038_s005,Los miembros del Cabildo obedecieron y dieron fiel cumplimiento a lo dispuesto por su señoria.,cab-001-038_s007,"El 3 de Noviembre de 1549 el padre Fray Bernardino Minaya de Paz, presentó una petición y un libro de la bula del papa Julio, en la que da fé el obispo de Austria cardenal de San Jorge, en lo referente a la petición, solicitud la orden para la fundación del Monasterio de la ciudad de Tunja.",person:person_cab-001-038_cab-001-038_s006_a004|Hernando de Rojas|before,org:org_cab-001-038_cab-001-038_s001_a003|Cabildo|same,person:person_cab-001-038_cab-001-038_s007_a002|Fray Bernardino Minaya de Paz|same; person:person_cab-001-038_cab-001-038_s007_a006|papa Julio|same; person:person_cab-001-038_cab-001-038_s007_a009|San Jorge|same,org:org_cab-001-038_cab-001-038_s001_a003|Cabildo; person:person_cab-001-038_cab-001-038_s006_a004|Hernando de Rojas,,resolved,multiple_current_targets,contextual_inference,"Propuesta para revisión: el participante de «ordenó» no queda como sujeto inequívoco en cab-001-038_s006, pero puede inferirse por continuidad gramatical/institucional. Revisar el contexto inmediato y, si se acepta, registrar la relación como inferida con evidencia y confianza.",Verificar si la pluralidad está justificada o si alguna relación fue añadida heurísticamente.,,,,pending,
